	Dgbn_24	Dgbn_45	WT_24	WT_45
SCO0349	6.927130015071611	7.209892998615523	7.068931648401057	7.146405353052518
SCO0350	7.190286351890264	7.357066402838033	7.0878720641982165	7.2542216975256535
SCO0351	7.24631015401508	7.395636987491707	7.301121730689459	7.413924262803587
SCO0352	7.318242700384768	7.5198261975169105	7.3516925709289795	7.44711652250471
SCO0353	7.27171450410938	7.436787654375389	7.307975993565144	7.28471105363018
SCO0354	7.026230517143529	7.303835403674474	7.044440232148133	7.179084605444086
SCO0355	6.897190764627527	6.9921203199688025	6.85553569853593	6.848568405859216
SCO0356	7.385967465995208	7.452712082138636	7.2769341969266135	7.293040766538657
SCO0357	8.625274452593237	8.62184305346066	8.661485346779143	8.743349592867025
SCO0358	8.100480740146905	8.094394264097874	8.138823914405334	8.03860323810352
SCO0359	8.046701059751692	7.871863877271136	8.055593150937822	7.9742767754174
SCO0360	9.204550885355362	8.717296791526538	9.225184527432544	8.966756151114113
SCO0361	7.886333819415447	7.830349908102547	7.881945101788767	7.890414970756893
SCO0362	7.1276957021999605	7.197582330441083	7.027181591752736	7.04264522743336
SCO0363	6.7658314397566	7.042266787136814	6.921965353170161	6.909294388456021
SCO0364	6.7836684767561595	6.967734322545414	6.949121876046171	7.020577737888857
SCO0365	7.04778685492095	7.005350062507147	7.070140720261236	6.9426433434203565
SCO0366	7.24234088188073	7.19029608553269	7.077437717022083	7.11978193174815
SCO0367	6.902962992377714	7.5172774690088	7.062742471488267	7.618571066497121
SCO0368	8.790606502109055	8.740993419827143	8.77469293692309	8.884098295911544
SCO0369	7.055612664786179	7.682138416541913	7.2144096892595995	7.532165866231824
SCO0370	6.95415118414816	7.392127209715117	6.923439002686467	7.060791315813887
SCO0371	6.937511319769864	7.413705260875883	6.86144324797516	7.015166543863349
SCO0372	7.383401639308257	7.439957918986566	7.367405214587134	7.305490321071777
SCO0373	7.53032119556291	7.444568580173254	7.4920365169143865	7.530878317479598
SCO0374	11.665811950148267	11.329063952050568	11.284542875133832	11.456966430653301
SCO0375	9.506875752923568	9.217230440184746	9.21178375616253	9.412242145084802
SCO0376	8.1312810172429	8.894823128112039	8.051827428633281	8.982132345292646
SCO0377	7.486329628762387	9.611796063367288	7.50964059690322	9.64422249670139
SCO0378	7.367461862429191	10.6283509935458	7.324286426945029	10.5730334080914
SCO0379	13.159034446469368	13.815864413414166	13.078806535351534	14.2762834765743
SCO0380	8.995827173421917	9.432653740197106	8.930289054761642	9.897995079907224
SCO0381	11.105636804657665	9.433789075386672	11.865172661148266	10.405908742379467
SCO0382	11.489909502177433	9.629225310018773	12.152846226656166	10.719909479527233
SCO0383	11.619479299151868	9.691103683404096	12.266481703897867	10.695322024263433
SCO0384	11.013235562215568	9.248749722011544	11.6943428155567	10.094076067409354
SCO0385	11.064749134477168	9.188123380691108	11.648534305089498	9.995845615159878
SCO0386	10.745193828732168	9.029608286165766	11.343962103132133	9.725654353355628
SCO0387	11.268131020982432	9.272767471417259	11.9359082626849	10.074203170159423
