Geneid	C24_1	C24_2	C24_3	C45_1	C45_2	C45_3	D24_1	D24_2	D24_3	D45_1	D45_2	D45_3
SCO6167	7.052781681594053	9.781642973214248	13.275830872759842	2.8397709413778722	5.57748390905819	4.114879189944111	9.530631403290101	8.504652717237612	8.989126357962622	3.9349363689607886	5.577978107891565	5.016523380402178
SCO6168	17.65804998640405	23.215413796763336	41.39540918797959	14.803520762848148	15.734717074867538	11.981398311363318	19.961715929725106	20.12329768414899	13.811270067219093	12.802152011498025	12.66637743951958	12.242871709551606
SCO6169	27.421763328585275	26.827003429008876	27.55601846320353	50.32923679483553	60.71088357051166	49.57600204510569	33.90793828317476	28.507729239802025	25.793729519856548	58.196959804900146	61.08575491145029	56.263083483747785
SCO6170	0.9335277443940427	1.2848598124050417	1.475340651235807	11.613973714440764	21.304022218211692	16.428062591794344	1.178435755222829	1.3921578522020164	1.7471688444822617	50.49933669181972	59.983112837215465	43.36532336177875
SCO6171	0.5277748859486624	1.2452611597384613	0.8554786673507119	10.574979232272367	14.004164435499705	10.964637270776445	0.5922088313048733	0.4197673929989836	0.43900943046635504	33.21130493845758	41.613145285632434	28.243372835582033
SCO6172	2.7591994640548894	2.6632666299352135	2.6834580537741752	10.175560411776802	13.745630534975453	11.556554962936149	4.221898905924972	3.1920550608752625	3.025405158328452	27.368829169333537	26.346755955437267	21.439941415028514
SCO6173	1.7827786785302902	1.6264693657032077	1.1790115460730595	5.129824473430107	7.219135491005382	7.163509932243656	3.0406552202663115	1.9567552033728337	1.8685000142379744	11.966396109512837	13.708877640303083	11.024428872416642
SCO6174	1.2252551645171812	0.9636448593037813	0.5958106476144606	4.915815606854877	5.603664611899283	6.481384069418862	0.5892178776114145	0.8352947113212098	0.5459902639007067	8.792295227593613	6.949263072604231	6.6999424593948165
SCO6175	8.452979880641179	7.063651124600453	8.22094133990684	8.746239321053737	6.216854015706324	6.507992021406334	9.48497071276911	6.428967983934128	6.591833673923166	8.282101736096958	7.860071493288304	5.811482175885204
SCO6176	40.037218784841976	34.834345269892026	43.56208555492874	24.165301421347024	21.4348782754317	24.127790258492176	36.08055465720148	30.749098091488722	35.59304617116752	16.98953131850794	12.86280470227653	14.041910879463476
SCO6177	59.412372875363715	61.190043835674516	57.55218185644988	51.11180996171344	47.32670299911849	41.143496044627796	56.083922064890544	52.87926927588556	39.124102338942066	44.247388407086945	48.87026336085331	42.93167012816096
SCO6178	41.56210375795719	39.058472425376905	44.037157422696374	11.776545555441812	11.60423370702722	14.312595480027722	37.69639892856474	42.45601394784356	37.60931555751903	12.313877666231905	11.764560061933263	14.409250203934484
SCO6179	10.575163047049887	8.481904730531427	10.18303912193899	36.62825875929711	52.63610432135786	53.81850055739877	12.68865568463493	8.61918153026463	7.185297853629844	58.02722196752398	59.597693381065945	47.860381502390915
